"Identifier","Frequency","Languages"
"soap_n",1,"Romance"
"soap_n",1,"Spanish"
"snatch_v",4,"Dutch"
"snatch_v",4,"Middle Dutch"
"snatch_v",4,"Old English"
"wallow_v",1,"Old English"
"wallow_v",1,"German"
"wallow_v",1,"Germanic"
"hey_interj",23,"Middle English"
"hey_interj",23,"French"
"hey_interj",23,"Old French"
"hey_interj",23,"German"
"hey_interj",23,"Greek"
"hey_interj",23,"Latin"
"noble_adj",17,"Middle English"
"noble_adj",17,"French"
"noble_adj",17,"Old French"
"noble_adj",17,"Latin"
"leap_n",9,"Dutch"
"leap_n",9,"Old English"
"leap_n",9,"Frisian"
"leap_n",9,"German"
"leap_n",9,"Old High German"
"leap_n",9,"Germanic"
"leap_v",29,"Dutch"
"leap_v",29,"Old English"
"leap_v",29,"Frisian"
"leap_v",29,"German"
"leap_v",29,"Old High German"
"leap_v",29,"Germanic"
"leap_v",29,"Gothic"
"leap_v",29,"Old Norse"
"thirsty_adj",6,"Dutch"
"thirsty_adj",6,"Old English"
"thirsty_adj",6,"Frisian"
"thirsty_adj",6,"German"
"imitate_v",1,"Old English"
"imitate_v",1,"Latin"
"queen_n",9,"Danish"
"queen_n",9,"Middle English"
"queen_n",9,"Old English"
"queen_n",9,"German"
"queen_n",9,"Germanic"
"queen_n",9,"Gothic"
"queen_n",9,"Indo-European"
"queen_n",9,"Old Norse"
"queen_n",9,"Swedish"
"liking_n",12,"Old English"
"exclamation_n",5,"Latin"
"exchange_n",3,"French"
"exchange_n",3,"Old French"
"exchange_n",3,"Latin"
"exchange_v",4,"French"
"exchange_v",4,"Old French"
"exchange_v",4,"Italian"
"exchange_v",4,"Latin"
"comical_adj",2,"Latin"
"dust_n",16,"Danish"
"dust_n",16,"Dutch"
"dust_n",16,"Middle English"
"dust_n",16,"Old English"
"dust_n",16,"German"
"dust_n",16,"Old High German"
"dust_n",16,"Germanic"
"dust_n",16,"Latin"
"dust_n",16,"Sanskrit"
"conspirator_n",3,"French"
"conspirator_n",3,"Old French"
"conspirator_n",3,"Latin"
"trip_v",3,"Dutch"
"trip_v",3,"Middle Dutch"
"trip_v",3,"Old English"
"trip_v",3,"French"
"trip_v",3,"Old French"
"trip_v",3,"Frisian"
"trip_v",3,"German"
"trip_v",3,"Low German"
"trip_v",3,"Germanic"
"conspiracy_n",4,"Dutch"
"conspiracy_n",4,"Old English"
"conspiracy_n",4,"French"
"conspiracy_n",4,"Old French"
"conspiracy_n",4,"Latin"
"admit_v",7,"Middle English"
"admit_v",7,"French"
"admit_v",7,"Old French"
"admit_v",7,"Latin"
"rapid_adj",2,"French"
"rapid_adj",2,"Greek"
"rapid_adj",2,"Latin"
"rapid_adj",2,"Lithuanian"
"scrupulous_adj",1,"French"
"scrupulous_adj",1,"Old French"
"scrupulous_adj",1,"Latin"
"scrupulous_adj",1,"Mari"
"investigator_n",1,"Latin"
"sinister_adj",1,"French"
"sinister_adj",1,"Old French"
"sinister_adj",1,"Greek"
"sinister_adj",1,"Latin"
"sinister_adj",1,"Sanskrit"
"collector_n",1,"French"
"collector_n",1,"Old French"
"collector_n",1,"Latin"
"parole_n",1,"French"
"parole_n",1,"Greek"
"parole_n",1,"Latin"
"unable_adj",18,"French"
"unable_adj",18,"Old French"
"unable_adj",18,"Latin"
"foolish_adj",6,"Middle English"
"foolish_adj",6,"Old English"
"unhappily_adv",3,"Old Norse"
"depend_v",4,"French"
"depend_v",4,"Old French"
"depend_v",4,"Latin"
"hound_n",4,"Old English"
"hound_n",4,"Frisian"
"hound_n",4,"German"
"hound_n",4,"Old High German"
"hound_n",4,"Germanic"
"hound_n",4,"Gothic"
"hound_n",4,"Old Norse"
"snore_v",1,"Dutch"
"snore_v",1,"German"
"snore_v",1,"Middle High German"
"snore_v",1,"Swedish"
"scoundrel_n",1,"French"
"scoundrel_n",1,"Old French"
"scoundrel_n",1,"Latin"
"model_n",3,"Danish"
"model_n",3,"Dutch"
"model_n",3,"French"
"model_n",3,"German"
"model_n",3,"Italian"
"model_n",3,"Latin"
"model_n",3,"Swedish"
"glade_n",24,"Middle English"
"glade_n",24,"French"
"glade_n",24,"German"
"glade_n",24,"Old Norse"
"misty_adj",5,"Middle English"
"misty_adj",5,"Old English"
"stable_adj",2,"French"
"stable_adj",2,"Old French"
"stable_adj",2,"Latin"
"stable_n",11,"French"
"stable_n",11,"Old French"
"stable_n",11,"Latin"
"tackle_n",1,"Dutch"
"tackle_n",1,"Middle Dutch"
"tackle_n",1,"German"
"tackle_n",1,"Low German"
"tackle_n",1,"Welsh"
"perishable_adj",1,"French"
"perishable_adj",1,"Old French"
"efficient_adj",1,"French"
"efficient_adj",1,"Old French"
"efficient_adj",1,"Latin"
"horrify_v",1,"Latin"
"nightmare_n",3,"Dutch"
"nightmare_n",3,"Middle Dutch"
"nightmare_n",3,"Old English"
"nightmare_n",3,"German"
"nightmare_n",3,"Latin"
"fort_n",5,"French"
"fort_n",5,"Old French"
"fort_n",5,"Latin"
"vague_adj",12,"Old English"
"vague_adj",12,"French"
"vague_adj",12,"German"
"vague_adj",12,"Old High German"
"vague_adj",12,"Latin"
"vague_adj",12,"Old Norse"
"tangle_v",9,"Dutch"
"tangle_v",9,"Frisian"
"tangle_v",9,"German"
"tangle_v",9,"Germanic"
"tangle_v",9,"Old Norse"
"tangle_v",9,"Swedish"
"heath_n",5,"Breton"
"heath_n",5,"Dutch"
"heath_n",5,"Old English"
"heath_n",5,"German"
"heath_n",5,"Old High German"
"heath_n",5,"Germanic"
"heath_n",5,"Gothic"
"heath_n",5,"Irish"
"heath_n",5,"Old Irish"
"heath_n",5,"Old Norse"
"heath_n",5,"Welsh"
"salt_n",3,"Dutch"
"salt_n",3,"Old English"
"salt_n",3,"Frisian"
"salt_n",3,"German"
"salt_n",3,"Germanic"
"salt_n",3,"Gothic"
"salt_n",3,"Latin"
"salt_n",3,"Old Norse"
"salt_v",2,"Middle English"
"salt_v",2,"Old English"
"salt_v",2,"German"
"salt_v",2,"Germanic"
"baggage_n",18,"French"
"baggage_n",18,"Old French"
"sluggard_n",2,"Middle English"
"sluggard_n",2,"Norwegian"
"sluggard_n",2,"Swedish"
"steal_v",12,"Dutch"
"steal_v",12,"Middle English"
"steal_v",12,"Old English"
"steal_v",12,"Frisian"
"steal_v",12,"German"
"steal_v",12,"Old High German"
"steal_v",12,"Germanic"
"steal_v",12,"Gothic"
"steal_v",12,"Old Norse"
"spinney_n",1,"French"
"spinney_n",1,"Latin"
"glisten_v",7,"Danish"
"glisten_v",7,"Old English"
"glisten_v",7,"Frisian"
"glisten_v",7,"German"
"glisten_v",7,"Middle High German"
"glisten_v",7,"Germanic"
"twig_n",13,"Dutch"
"twig_n",13,"Middle Dutch"
"twig_n",13,"Old English"
"twig_n",13,"German"
"twig_n",13,"Old High German"
"twig_n",13,"Germanic"
"dew_n",8,"Dutch"
"dew_n",8,"Middle Dutch"
"dew_n",8,"Middle English"
"dew_n",8,"Old English"
"dew_n",8,"Frisian"
"dew_n",8,"German"
"dew_n",8,"Old High German"
"dew_n",8,"Germanic"
"dew_n",8,"Old Norse"
"dew_n",8,"Sanskrit"
"fowl_n",4,"Dutch"
"fowl_n",4,"Middle Dutch"
"fowl_n",4,"Old English"
"fowl_n",4,"Frisian"
"fowl_n",4,"German"
"fowl_n",4,"Germanic"
"fowl_n",4,"Gothic"
"fowl_n",4,"Old Norse"
"fowl_v",1,"Old English"
"chatter_v",6,"Danish"
"chatter_v",6,"Dutch"
"sturdy_adj",2,"Middle English"
"sturdy_adj",2,"French"
"sturdy_adj",2,"Old French"
"sturdy_adj",2,"Italian"
"sturdy_adj",2,"Latin"
"sturdy_adj",2,"Spanish"
"speedy_adj",1,"Middle English"
"speedy_adj",1,"Old English"
"cobweb_n",2,"Old English"
"arch_adj",3,"Old English"
"arch_n",52,"Middle English"
"arch_n",52,"French"
"arch_n",52,"Old French"
"arch_n",52,"Latin"
"arch_n",52,"Mari"
"rescue_n",3,"Middle English"
"rescue_n",3,"French"
"rescue_n",3,"Old French"
"rescue_v",12,"French"
"rescue_v",12,"Old French"
"rescue_v",12,"Latin"
"iron_n",22,"Celtic"
"iron_n",22,"Dutch"
"iron_n",22,"Middle Dutch"
"iron_n",22,"Middle English"
"iron_n",22,"Old English"
"iron_n",22,"French"
"iron_n",22,"Frisian"
"iron_n",22,"German"
"iron_n",22,"Old High German"
"iron_n",22,"Germanic"
"iron_n",22,"Greek"
"iron_n",22,"Irish"
"iron_n",22,"Old Irish"
"iron_n",22,"Latin"
"iron_n",22,"Old Norse"
"iron_n",22,"Sanskrit"
"iron_n",22,"Welsh"
"unlock_v",5,"Old English"
"click_v",2,"Dutch"
"click_v",2,"French"
"click_v",2,"Old French"
"click_v",2,"Frisian"
"hem_n",5,"Armenian"
"hem_n",5,"Dutch"
"hem_n",5,"Middle Dutch"
"hem_n",5,"Middle English"
"hem_n",5,"Old English"
"hem_n",5,"Frisian"
"hem_n",5,"German"
"hem_n",5,"Germanic"
"hem_n",5,"Lithuanian"
"hem_n",5,"Old Norse"
"hem_n",5,"Russian"
"hem_n",5,"Swedish"
"squat_v",3,"French"
"squat_v",3,"Old French"
"squat_v",3,"Latin"
"moss_n",10,"Danish"
"moss_n",10,"Old English"
"moss_n",10,"German"
"moss_n",10,"Old High German"
"moss_n",10,"Germanic"
"moss_n",10,"Latin"
"moss_n",10,"Lithuanian"
"moss_n",10,"Old Norse"
"moss_n",10,"Church Slavonic"
"moss_n",10,"Old Church Slavonic"
"shaggy_adj",4,"Danish"
"shaggy_adj",4,"Old English"
"shaggy_adj",4,"Old Norse"
"interlace_v",1,"French"
"interlace_v",1,"Old French"
"occasional_adj",4,"Middle English"
"occasional_adj",4,"French"
"occasional_adj",4,"Old French"
"occasional_adj",4,"Latin"
"drip_v",11,"Danish"
"drip_v",11,"Dutch"
"drip_v",11,"Old English"
"drip_v",11,"German"
"drip_v",11,"Old High German"
"drip_v",11,"Germanic"
"drip_v",11,"Old Norse"
"moisture_n",1,"French"
"moisture_n",1,"Old French"
"whispering_n",7,"Old English"
"deepen_v",20,"Middle English"
"deepen_v",20,"Old English"
"enmity_n",4,"French"
"enmity_n",4,"Old French"
"enmity_n",4,"Latin"
"circular_adj",2,"French"
"circular_adj",2,"Old French"
"circular_adj",2,"Latin"
"enclose_v",7,"French"
"enclose_v",7,"Old French"
"hemlock_n",5,"Old English"
"parsley_n",2,"Old English"
"parsley_n",2,"French"
"parsley_n",2,"Old French"
"parsley_n",2,"Greek"
"parsley_n",2,"Latin"
"rampant_adj",1,"French"
"rampant_adj",1,"Old French"
"nettle_n",1,"Danish"
"nettle_n",1,"Dutch"
"nettle_n",1,"Middle Dutch"
"nettle_n",1,"Middle English"
"nettle_n",1,"Old English"
"nettle_n",1,"German"
"nettle_n",1,"Germanic"
"thistle_n",1,"Danish"
"thistle_n",1,"Old English"
"thistle_n",1,"German"
"thistle_n",1,"Old High German"
"thistle_n",1,"Germanic"
"thistle_n",1,"Old Norse"
"dreary_adj",13,"Old English"
"dreary_adj",13,"German"
"dreary_adj",13,"Middle High German"
"dreary_adj",13,"Germanic"
"dreary_adj",13,"Old Norse"
"relent_v",2,"French"
"relent_v",2,"Old French"
"relent_v",2,"Latin"
"thud_v",3,"Old English"
"murmur_n",16,"French"
"murmur_n",16,"Old French"
"murmur_n",16,"Greek"
"murmur_n",16,"Latin"
"murmur_n",16,"Lithuanian"
"murmur_n",16,"Sanskrit"
"murmur_v",11,"French"
"murmur_v",11,"Old French"
"setting_n",3,"Middle English"
"propose_v",2,"French"
"propose_v",2,"Old French"
"propose_v",2,"Latin"
"bald_adj",1,"Albanian"
"bald_adj",1,"Celtic"
"bald_adj",1,"Danish"
"bald_adj",1,"Middle English"
"bald_adj",1,"Greek"
"bald_adj",1,"Latin"
"bald_adj",1,"Sanskrit"
"crown_n",45,"Old English"
"crown_n",45,"French"
"crown_n",45,"Old French"
"crown_n",45,"German"
"crown_n",45,"Greek"
"crown_n",45,"Latin"
"crown_v",26,"Old English"
"crown_v",26,"French"
"crown_v",26,"Old French"
"hazy_adj",3,"Old English"
"hazy_adj",3,"German"
"hazy_adj",3,"Germanic"
"midst_n",55,"Middle English"
"noon_n",42,"Dutch"
"noon_n",42,"Old English"
"noon_n",42,"Latin"
"withy_n",1,"Avestan"
"withy_n",1,"Danish"
"withy_n",1,"Old English"
"withy_n",1,"German"
"withy_n",1,"Old High German"
"withy_n",1,"Germanic"
"withy_n",1,"Greek"
"withy_n",1,"Latin"
"withy_n",1,"Lithuanian"
"withy_n",1,"Old Norse"
"withy_n",1,"Polish"
"withy_n",1,"Russian"
"withy_n",1,"Swedish"
"withy_n",1,"Welsh"
"lo_interj",10,"Middle English"
"lo_interj",10,"Old English"
"discussion_n",4,"French"
"discussion_n",4,"Old French"
"discussion_n",4,"Latin"
"pine_n",13,"Old English"
"pine_n",13,"French"
"pine_n",13,"Old French"
"pine_n",13,"Greek"
"pine_n",13,"Latin"
"pine_n",13,"Sanskrit"
"pine_v",1,"Dutch"
"pine_v",1,"Middle Dutch"
"pine_v",1,"Middle English"
"pine_v",1,"Old English"
"pine_v",1,"German"
"pine_v",1,"Old High German"
"pine_v",1,"Germanic"
"pine_v",1,"Latin"
"pine_v",1,"Old Norse"
"nameless_adj",9,"Dutch"
"nameless_adj",9,"German"
"veer_v",5,"French"
"veer_v",5,"Ga"
"veer_v",5,"Latin"
"moat_n",2,"French"
"moat_n",2,"Old French"
"moat_n",2,"Ga"
"moat_n",2,"Latin"
"disuse_v",1,"French"
"disuse_v",1,"Old French"
"yield_n",2,"Old English"
"yield_v",19,"Dutch"
"yield_v",19,"Middle Dutch"
"yield_v",19,"Old English"
"yield_v",19,"French"
"yield_v",19,"German"
"yield_v",19,"Low German"
"yield_v",19,"Old High German"
"yield_v",19,"Germanic"
"yield_v",19,"Gothic"
"yield_v",19,"Latin"
"yield_v",19,"Lithuanian"
"yield_v",19,"Old Norse"
"yield_v",19,"Church Slavonic"
"yield_v",19,"Old Church Slavonic"
"yield_v",19,"Slavic"
"clamber_v",12,"Middle English"
"clamber_v",12,"German"
"clamber_v",12,"Germanic"
"clamber_v",12,"Old Norse"
"stumble_v",36,"Dutch"
"stumble_v",36,"Middle Dutch"
"stumble_v",36,"Middle English"
"stumble_v",36,"Old English"
"stumble_v",36,"German"
"stumble_v",36,"Germanic"
"stumble_v",36,"Greek"
"stumble_v",36,"Old Norse"
"stumble_v",36,"Norwegian"
"stumble_v",36,"Swedish"
"backward_adv",3,"Middle English"
"backward_adv",3,"Old English"
"babble_v",1,"French"
"babble_v",1,"Old French"
"babble_v",1,"Greek"
"babble_v",1,"Latin"
"babble_v",1,"Swedish"
"gully_n",15,"Middle English"
"cleft_n",23,"Danish"
"cleft_n",23,"Middle English"
"cleft_n",23,"Old English"
"cleft_n",23,"German"
"cleft_n",23,"Old High German"
"cleft_n",23,"Germanic"
"cliff_n",106,"Dutch"
"cliff_n",106,"Middle Dutch"
"cliff_n",106,"Old English"
"cliff_n",106,"German"
"cliff_n",106,"Old High German"
"cliff_n",106,"Germanic"
"cliff_n",106,"Old Norse"
"sunshine_n",14,"Old English"
"drowsy_adj",5,"Middle English"
"drowsy_adj",5,"Old English"
"fleck_v",5,"Dutch"
"fleck_v",5,"Middle Dutch"
"fleck_v",5,"German"
"fleck_v",5,"Old High German"
"fleck_v",5,"Germanic"
"fleck_v",5,"Old Norse"
"flutter_v",5,"Old English"
"breeze_n",20,"Frisian"
"breeze_n",20,"Spanish"
"explore_v",9,"French"
"explore_v",9,"Latin"
"benefit_n",1,"French"
"benefit_n",1,"Old French"
"benefit_n",1,"Latin"
"lush_adj",1,"French"
"lush_adj",1,"Old French"
"lush_adj",1,"Latin"
"twist_v",27,"Twi"
"rill_n",6,"Dutch"
"rill_n",6,"Old English"
"rill_n",6,"Frisian"
"rill_n",6,"German"
"rill_n",6,"Low German"
"rill_n",6,"Germanic"
"overwhelm_v",6,"Middle English"
"sprawl_v",7,"Danish"
"sprawl_v",7,"Middle English"
"sprawl_v",7,"Old English"
"sprawl_v",7,"Frisian"
"sprawl_v",7,"Norwegian"
"knot_n",12,"Dutch"
"knot_n",12,"Old English"
"knot_n",12,"Frisian"
"knot_n",12,"German"
"knot_n",12,"Low German"
"knot_n",12,"Old High German"
"knot_n",12,"Germanic"
"knot_n",12,"Old Norse"
"fissure_n",15,"French"
"fissure_n",15,"Old French"
"fissure_n",15,"Latin"
"cavern_n",8,"Old English"
"cavern_n",8,"French"
"cavern_n",8,"Old French"
"cavern_n",8,"Latin"
"uncanny_adj",3,"German"
"uncanny_adj",3,"Scots"
"hark_v",2,"Dutch"
"hark_v",2,"Middle Dutch"
"hark_v",2,"Old English"
"hark_v",2,"Frisian"
"hark_v",2,"German"
"hark_v",2,"Old High German"
"snick_v",1,"Old Norse"
"jacket_n",11,"Arabic"
"jacket_n",11,"French"
"jacket_n",11,"Old French"
"jacket_n",11,"Spanish"
"cough_v",3,"Dutch"
"cough_v",3,"Middle Dutch"
"cough_v",3,"Old English"
"cough_v",3,"German"
"cough_v",3,"Middle High German"
"cough_v",3,"Germanic"
"pair_n",10,"French"
"pair_n",10,"Old French"
"pair_n",10,"Latin"
"foul_adj",54,"Dutch"
"foul_adj",54,"Middle Dutch"
"foul_adj",54,"Middle English"
"foul_adj",54,"Old English"
"foul_adj",54,"Frisian"
"foul_adj",54,"German"
"foul_adj",54,"Old High German"
"foul_adj",54,"Germanic"
"foul_adj",54,"Gothic"
"foul_adj",54,"Swedish"
"perceptible_adj",2,"French"
"perceptible_adj",2,"Old French"
"perceptible_adj",2,"Latin"
"axe_n",49,"Old English"
"axe_n",49,"Frisian"
"axe_n",49,"German"
"axe_n",49,"Germanic"
"axe_n",49,"Gothic"
"axe_n",49,"Greek"
"axe_n",49,"Latin"
"axe_n",49,"Old Norse"
"hatchet_n",2,"Albanian"
"hatchet_n",2,"Chinese"
"hatchet_n",2,"Middle English"
"hatchet_n",2,"French"
"hatchet_n",2,"Old French"
"hatchet_n",2,"German"
"hatchet_n",2,"Old High German"
"hatchet_n",2,"Germanic"
"hatchet_n",2,"Greek"
"hatchet_n",2,"Lithuanian"
"hatchet_n",2,"Church Slavonic"
"hatchet_n",2,"Old Church Slavonic"
"hatchet_n",2,"Russian"
"succeed_v",7,"French"
"succeed_v",7,"Old French"
"succeed_v",7,"Latin"
"tinder_n",6,"Old English"
"tinder_n",6,"German"
"tinder_n",6,"Germanic"
"tinder_n",6,"Gothic"
"tinder_n",6,"Swedish"
"prisoner_n",34,"Middle English"
"prisoner_n",34,"French"
"prisoner_n",34,"Old French"
"prisoner_n",34,"Latin"
"spark_n",6,"Dutch"
"spark_n",6,"Middle Dutch"
"spark_n",6,"Middle English"
"spark_n",6,"Old English"
"spark_n",6,"French"
"spark_n",6,"Old French"
"spark_n",6,"German"
"spark_n",6,"Low German"
"spark_n",6,"Germanic"
"spark_n",6,"Old Norse"
"kindle_v",17,"Middle English"
"kindle_v",17,"Old English"
"kindle_v",17,"Latin"
"kindle_v",17,"Old Norse"
"kindle_v",17,"Swedish"
"flurry_n",2,"Middle English"
"scorch_v",6,"Chinese"
"scorch_v",6,"Old English"
"scorch_v",6,"French"
"scorch_v",6,"Old French"
"scorch_v",6,"Japanese"
"scorch_v",6,"Latin"
"scorch_v",6,"Old Norse"
"tremor_n",6,"French"
"tremor_n",6,"Old French"
"tremor_n",6,"Latin"
"scream_n",9,"Latin"
"scream_v",6,"Dutch"
"scream_v",6,"Flemish"
"scream_v",6,"Middle Dutch"
"scream_v",6,"Old English"
"scream_v",6,"French"
"scream_v",6,"German"
"scream_v",6,"Old High German"
"scream_v",6,"Old Norse"
"scream_v",6,"Swedish"
"ripple_n",7,"Ga"
"drown_v",18,"Middle English"
"drown_v",18,"Old English"
"drown_v",18,"Old Norse"
"witless_adj",3,"Old English"
"dol_n",9,"Latin"
"darling_n",1,"Middle English"
"darling_n",1,"Old English"
"starling_n",2,"Old English"
"starling_n",2,"German"
"starling_n",2,"Old High German"
"starling_n",2,"Germanic"
"starling_n",2,"Latin"
"starling_n",2,"Old Norse"
"starling_n",2,"Norwegian"
"lady_n",40,"Middle English"
"lady_n",40,"Old English"
"woman_n",36,"Dutch"
"woman_n",36,"Middle English"
"woman_n",36,"Old English"
"lily_n",16,"Coptic"
"lily_n",16,"Dutch"
"lily_n",16,"Old English"
"lily_n",16,"French"
"lily_n",16,"Old French"
"lily_n",16,"German"
"lily_n",16,"Greek"
"lily_n",16,"Hebrew"
"lily_n",16,"Italian"
"lily_n",16,"Latin"
"lily_n",16,"Polish"
"lily_n",16,"Russian"
"lily_n",16,"Spanish"
"lily_n",16,"Swedish"
"berry_n",5,"Dutch"
"berry_n",5,"Middle Dutch"
"berry_n",5,"Old English"
"berry_n",5,"German"
"berry_n",5,"Germanic"
"berry_n",5,"Gothic"
"berry_n",5,"Old Norse"
"slump_v",1,"Danish"
"slump_v",1,"Norwegian"
"slump_v",1,"Swedish"
"cow_n",9,"Danish"
"cow_n",9,"Dutch"
"cow_n",9,"Middle Dutch"
"cow_n",9,"Middle English"
"cow_n",9,"Old English"
"cow_n",9,"Frisian"
"cow_n",9,"German"
"cow_n",9,"Old High German"
"cow_n",9,"Germanic"
"cow_n",9,"Old Norse"
"cow_n",9,"Swedish"
"cow_v",6,"Old Norse"
"wrinkle_v",4,"Old English"
"wrinkle_v",4,"German"
"wrinkle_v",4,"Germanic"
"tray_n",5,"Old English"
"tray_n",5,"German"
"tray_n",5,"Germanic"
"tray_n",5,"Swedish"
"steady_adj",15,"Dutch"
"steady_adj",15,"Middle Dutch"
"steady_adj",15,"Old English"
"steady_adj",15,"German"
"steady_adj",15,"Low German"
"steady_adj",15,"Old Norse"
"marrow_n",2,"Avestan"
"marrow_n",2,"Dutch"
"marrow_n",2,"Middle Dutch"
"marrow_n",2,"Old English"
"marrow_n",2,"Frisian"
"marrow_n",2,"German"
"marrow_n",2,"Old High German"
"marrow_n",2,"Germanic"
"marrow_n",2,"Lithuanian"
"marrow_n",2,"Old Norse"
"marrow_n",2,"Church Slavonic"
"marrow_n",2,"Old Church Slavonic"
"marrow_n",2,"Sanskrit"
"behave_v",6,"Old English"
"behave_v",6,"French"
"behave_v",6,"German"
"split_v",7,"Celtic"
"split_v",7,"Danish"
"split_v",7,"Dutch"
"split_v",7,"Middle Dutch"
"split_v",7,"Middle English"
"split_v",7,"Frisian"
"split_v",7,"German"
"split_v",7,"Low German"
"split_v",7,"Germanic"
"split_v",7,"Slavic"
"cream_n",4,"Old English"
"cream_n",4,"French"
"cream_n",4,"Old French"
"cream_n",4,"Ga"
"cream_n",4,"Greek"
"cream_n",4,"Latin"
"honeycomb_n",2,"Middle English"
"honeycomb_n",2,"Old English"
"honeycomb_n",2,"German"
"honeycomb_n",2,"Germanic"
"honeycomb_n",2,"Greek"
"honeycomb_n",2,"Latin"
"beckon_v",8,"Middle English"
"beckon_v",8,"Old English"
"beckon_v",8,"German"
"beckon_v",8,"Old High German"
"beckon_v",8,"Germanic"
"float_n",1,"Middle English"
"float_n",1,"Old English"
"float_v",35,"Dutch"
"float_v",35,"Middle Dutch"
"float_v",35,"Old English"
"float_v",35,"German"
"float_v",35,"Old High German"
"float_v",35,"Germanic"
"float_v",35,"Old Norse"
"pane_n",2,"Old English"
"pane_n",2,"French"
"pane_n",2,"Old French"
"pane_n",2,"Gothic"
"pane_n",2,"Greek"
"pane_n",2,"Latin"
"threaten_v",10,"Old English"
"surface_n",16,"French"
"surface_n",16,"Old French"
"surface_n",16,"Latin"
"arise_v",21,"Middle English"
"arise_v",21,"Old English"
"arise_v",21,"Gothic"
"leer_v",5,"Middle English"
"leer_v",5,"Old English"
"leer_v",5,"German"
"leer_v",5,"Germanic"
"foam_n",19,"Middle English"
"foam_n",19,"Old English"
"foam_n",19,"German"
"foam_n",19,"Old High German"
"foam_n",19,"Germanic"
"foam_n",19,"Latin"
"foam_n",19,"Lithuanian"
"foam_n",19,"Church Slavonic"
"foam_n",19,"Old Church Slavonic"
"foam_n",19,"Sanskrit"
"foam_v",9,"Old English"
"swift_adj",26,"Old English"
"swift_adj",26,"German"
"swift_adj",26,"Germanic"
"merrily_adv",6,"Old English"
"knoll_n",9,"Dutch"
"knoll_n",9,"Old English"
"knoll_n",9,"German"
"knoll_n",9,"Old Norse"
"beam_n",13,"Dutch"
"beam_n",13,"Middle Dutch"
"beam_n",13,"Old English"
"beam_n",13,"Frisian"
"beam_n",13,"German"
"beam_n",13,"Old High German"
"beam_n",13,"Germanic"
"beam_n",13,"Gothic"
"beam_n",13,"Latin"
"beam_n",13,"Old Norse"
"cloudy_adj",2,"Old English"
"heather_n",11,"Celtic"
"heather_n",11,"Old English"
"threshold_n",20,"Old English"
"threshold_n",20,"German"
"threshold_n",20,"Old High German"
"threshold_n",20,"Germanic"
"threshold_n",20,"Old Norse"
"threshold_n",20,"Swedish"
"gown_n",2,"Celtic"
"gown_n",2,"French"
"gown_n",2,"Old French"
"gown_n",2,"Greek"
"gown_n",2,"Latin"
"vessel_n",8,"French"
"vessel_n",8,"Old French"
"vessel_n",8,"Latin"
"earthenware_n",1,"Old English"
"cottage_n",1,"Dutch"
"cottage_n",1,"Middle Dutch"
"cottage_n",1,"Old English"
"cottage_n",1,"French"
"cottage_n",1,"Old French"
"cottage_n",1,"German"
"cottage_n",1,"Germanic"
"cottage_n",1,"Old Norse"
"waterfall_n",9,"Old English"
"waterfall_n",9,"German"
"waterfall_n",9,"Old Norse"
"herself_pron",14,"Old English"
"grace_n",3,"French"
"grace_n",3,"Old French"
"grace_n",3,"Greek"
"grace_n",3,"Italian"
"grace_n",3,"Latin"
"grace_n",3,"Spanish"
"girdle_n",5,"Dutch"
"girdle_n",5,"Old English"
"girdle_n",5,"Frisian"
"girdle_n",5,"German"
"girdle_n",5,"Old High German"
"girdle_n",5,"Germanic"
"girdle_n",5,"Old Norse"
"girdle_n",5,"Swedish"
"clean_adj",33,"Old English"
"clean_adj",33,"Frisian"
"clean_adj",33,"German"
"clean_adj",33,"Old High German"
"clean_adj",33,"Germanic"
"clean_adj",33,"Greek"
"clean_adj",33,"Irish"
"clean_adj",33,"Old Irish"
"penthouse_n",1,"Middle English"
"penthouse_n",1,"French"
"penthouse_n",1,"Old French"
"penthouse_n",1,"Latin"
"strew_v",3,"Danish"
"strew_v",3,"Dutch"
"strew_v",3,"Middle Dutch"
"strew_v",3,"Middle English"
"strew_v",3,"Old English"
"strew_v",3,"Frisian"
"strew_v",3,"German"
"strew_v",3,"Old High German"
"strew_v",3,"Germanic"
"strew_v",3,"Gothic"
"strew_v",3,"Old Norse"
"strew_v",3,"Swedish"
"mattress_n",3,"Arabic"
"mattress_n",3,"Catalan"
"mattress_n",3,"Middle English"
"mattress_n",3,"French"
"mattress_n",3,"Old French"
"mattress_n",3,"Italian"
"mattress_n",3,"Latin"
"mattress_n",3,"Provençal"
